Label,Features
1,"[29.          3.27586207  0.          0.93103448  0.27586207  0.4137931
  0.          0.          0.          1.          1.        ]"
1,[15.   3.4  0.   0.8  0.2  0.4  0.   0.   0.   2.   0. ]
1,[8.    2.625 0.    0.875 0.25  0.5   0.    0.    0.    1.    0.   ]
1,[2.  3.  0.  1.  0.5 0.  0.  0.  0.  0.  0. ]
1,"[9.         4.55555556 0.         1.         0.33333333 0.33333333
 0.         0.         0.         0.         0.        ]"
1,"[6.         3.         0.         1.         0.16666667 0.66666667
 0.         0.         1.         0.         0.        ]"
1,[5.  2.6 0.  1.  0.6 0.2 0.  0.  0.  0.  0. ]
1,"[7.         2.85714286 0.         1.         0.57142857 0.14285714
 0.         0.         0.         1.         0.        ]"
1,"[14.          3.92857143  0.          0.85714286  0.07142857  0.57142857
  0.          0.          0.          0.          0.        ]"
1,"[29.          3.06896552  0.          0.82758621  0.24137931  0.51724138
  0.          0.          0.          0.          0.        ]"
1,"[3.         2.66666667 0.         1.         0.33333333 0.
 0.         0.         0.         1.         0.        ]"
1,[4.   3.25 0.   1.   0.25 0.25 0.   0.   1.   0.   0.  ]
1,"[12.          3.91666667  0.          1.          0.33333333  0.5
  0.          0.          0.          0.          0.        ]"
1,"[7.         3.28571429 0.         1.         0.28571429 0.28571429
 0.         0.         1.         0.         0.        ]"
1,[2.  1.5 0.  1.  0.5 0.5 0.  0.  0.  0.  0. ]
1,"[9.         2.77777778 0.         0.88888889 0.33333333 0.44444444
 0.         0.         0.         0.         0.        ]"
1,"[14.          3.07142857  0.          0.92857143  0.28571429  0.42857143
  0.          0.          0.          0.          0.        ]"
1,[4.   3.   0.   1.   0.25 0.75 0.   0.   0.   0.   1.  ]
1,[1. 4. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
1,"[30.          3.73333333  0.          0.9         0.36666667  0.4
  1.          0.          0.          1.          0.        ]"
1,[10.   2.6  0.   1.   0.3  0.2  0.   0.   0.   0.   0. ]
1,[8.  2.5 0.  1.  0.5 0.5 0.  0.  1.  0.  0. ]
1,"[33.          3.39393939  0.          0.63636364  0.36363636  0.21212121
  0.          0.          0.          1.          1.        ]"
1,"[18.          2.66666667  0.          0.94444444  0.33333333  0.38888889
  0.          0.          0.          1.          0.        ]"
1,[2.  4.5 0.  1.  0.5 0.  0.  0.  1.  0.  0. ]
1,"[12.          3.58333333  0.          0.91666667  0.25        0.33333333
  0.          0.          2.          0.          0.        ]"
1,[5.  4.6 0.  1.  0.4 0.2 0.  0.  0.  0.  0. ]
1,"[34.          4.02941176  0.          0.94117647  0.32352941  0.29411765
  1.          0.          0.          0.          0.        ]"
1,"[13.          3.53846154  0.          1.          0.23076923  0.38461538
  0.          0.          0.          1.          1.        ]"
1,[8.    4.625 0.    1.    0.25  0.375 0.    0.    0.    0.    0.   ]
1,"[11.          2.54545455  0.          0.90909091  0.27272727  0.54545455
  0.          0.          0.          1.          0.        ]"
1,[8.   3.   0.   1.   0.25 0.5  0.   0.   0.   0.   0.  ]
1,[2.  4.5 0.  1.  0.5 0.  0.  0.  0.  0.  1. ]
1,[10.   4.7  0.   1.   0.3  0.2  0.   0.   0.   0.   0. ]
1,"[24.          3.125       0.          0.875       0.16666667  0.625
  0.          0.          0.          1.          0.        ]"
1,"[19.          3.21052632  0.          0.78947368  0.31578947  0.47368421
  0.          0.          0.          0.          0.        ]"
1,[8.    3.25  0.    1.    0.25  0.625 1.    0.    1.    0.    0.   ]
1,[2.  3.  0.  1.  0.5 0.  0.  0.  0.  1.  0. ]
1,[2.  3.  0.  1.  0.5 0.  0.  0.  0.  1.  0. ]
1,"[12.          3.33333333  0.          1.          0.33333333  0.33333333
  0.          0.          0.          0.          0.        ]"
1,"[11.          3.27272727  0.          1.          0.27272727  0.36363636
  0.          0.          0.          0.          1.        ]"
1,[10.   3.3  0.   1.   0.4  0.3  0.   0.   0.   0.   0. ]
1,"[17.          3.35294118  0.          0.94117647  0.35294118  0.29411765
  0.          0.          0.          0.          0.        ]"
1,"[16.      3.0625  0.      0.8125  0.25    0.375   0.      0.      0.
  0.      0.    ]"
1,[8.    3.75  0.    1.    0.125 0.5   0.    0.    0.    0.    0.   ]
1,[5.  2.6 0.  1.  0.4 0.4 0.  0.  0.  0.  0. ]
1,[5.  2.6 0.  1.  0.4 0.2 0.  0.  0.  0.  0. ]
1,"[11.          3.63636364  0.          1.          0.45454545  0.36363636
  1.          0.          0.          0.          0.        ]"
1,"[9.         2.88888889 0.         1.         0.44444444 0.33333333
 1.         0.         1.         1.         0.        ]"
1,"[17.          2.76470588  0.          0.94117647  0.47058824  0.41176471
  0.          0.          0.          2.          0.        ]"
1,"[34.          3.52941176  0.          0.91176471  0.35294118  0.47058824
  1.          0.          0.          0.          0.        ]"
1,"[17.          4.52941176  0.          0.94117647  0.41176471  0.29411765
  0.          0.          0.          0.          0.        ]"
1,[2.  2.5 0.  1.  0.5 0.5 0.  0.  1.  0.  0. ]
1,"[27.          3.66666667  0.          0.92592593  0.18518519  0.37037037
  0.          0.          1.          0.          0.        ]"
1,"[9.         3.11111111 0.         1.         0.22222222 0.44444444
 0.         0.         1.         0.         0.        ]"
1,"[26.          2.42307692  0.          0.80769231  0.42307692  0.34615385
  0.          0.          0.          0.          0.        ]"
1,"[12.          4.16666667  0.          0.91666667  0.33333333  0.25
  0.          0.          0.          2.          0.        ]"
1,"[13.          3.07692308  0.          0.92307692  0.30769231  0.38461538
  0.          0.          0.          0.          0.        ]"
1,[10.   3.6  0.   0.9  0.2  0.6  0.   0.   2.   0.   0. ]
1,[5.  3.4 0.  1.  0.4 0.2 0.  0.  0.  0.  0. ]
1,"[12.          3.33333333  0.          1.          0.25        0.41666667
  0.          0.          0.          0.          0.        ]"
1,[5.  2.  0.  1.  0.4 0.4 0.  0.  0.  0.  0. ]
1,"[32.       3.34375  0.       0.9375   0.21875  0.5      0.       0.
  1.       0.       0.     ]"
1,"[13.          3.46153846  0.          0.92307692  0.23076923  0.38461538
  0.          0.          0.          0.          0.        ]"
1,"[11.          3.81818182  0.          0.90909091  0.27272727  0.63636364
  0.          0.          1.          0.          0.        ]"
1,"[14.          3.14285714  0.          0.85714286  0.35714286  0.42857143
  0.          0.          0.          0.          0.        ]"
1,"[17.          3.          0.          0.94117647  0.41176471  0.41176471
  1.          0.          0.          0.          0.        ]"
1,"[3.         2.         0.         1.         0.66666667 0.33333333
 0.         0.         1.         1.         0.        ]"
1,"[6.         3.66666667 0.         1.         0.5        0.33333333
 0.         0.         1.         0.         0.        ]"
1,"[7.         3.14285714 0.         1.         0.42857143 0.28571429
 0.         0.         0.         0.         0.        ]"
1,"[7.         3.14285714 0.         0.85714286 0.42857143 0.28571429
 0.         0.         0.         2.         0.        ]"
1,[10.   3.6  0.   0.7  0.3  0.5  0.   0.   0.   0.   0. ]
1,[8.    3.875 0.    0.875 0.25  0.375 0.    0.    0.    2.    0.   ]
1,"[19.          2.73684211  0.          0.84210526  0.36842105  0.31578947
  0.          0.          0.          0.          0.        ]"
1,"[9.         3.33333333 0.         1.         0.22222222 0.55555556
 0.         0.         1.         0.         0.        ]"
