Label,Features
1,"[14.          3.57142857  0.          0.92857143  0.21428571  0.42857143
  0.          0.          1.          0.          1.        ]"
1,"[19.          3.52631579  0.          0.94736842  0.42105263  0.26315789
  0.          1.          0.          1.          0.        ]"
1,"[12.          2.66666667  0.          0.91666667  0.33333333  0.41666667
  0.          0.          1.          0.          0.        ]"
1,[5.  3.  0.  0.8 0.4 0.4 0.  0.  0.  2.  0. ]
1,"[3.         5.         0.         1.         0.33333333 0.
 0.         0.         0.         0.         1.        ]"
1,[5.  3.4 0.  1.  0.6 0.  0.  0.  0.  1.  0. ]
1,"[35.          3.11428571  0.          0.85714286  0.2         0.48571429
  0.          0.          0.          0.          0.        ]"
1,[10.   3.2  0.   1.   0.4  0.3  0.   0.   0.   0.   1. ]
1,[20.    2.8   0.    0.9   0.35  0.45  1.    0.    0.    1.    0.  ]
1,[10.   2.4  0.   0.9  0.4  0.5  0.   0.   0.   0.   0. ]
1,"[22.          3.22727273  0.          0.95454545  0.27272727  0.36363636
  1.          0.          0.          0.          0.        ]"
1,"[14.          4.          0.          0.57142857  0.5         0.28571429
  0.          0.          0.          0.          0.        ]"
1,"[13.          3.53846154  0.          0.92307692  0.46153846  0.30769231
  1.          0.          0.          0.          0.        ]"
1,"[29.          3.34482759  0.          0.82758621  0.34482759  0.31034483
  0.          0.          0.          2.          0.        ]"
1,"[23.          3.56521739  0.          0.91304348  0.26086957  0.34782609
  0.          0.          0.          0.          1.        ]"
1,"[15.          2.53333333  0.          0.93333333  0.4         0.53333333
  0.          0.          1.          0.          0.        ]"
1,"[7.         3.57142857 0.         1.         0.14285714 0.14285714
 0.         0.         1.         0.         0.        ]"
1,"[12.          3.83333333  0.          0.91666667  0.33333333  0.25
  0.          0.          0.          2.          0.        ]"
1,"[13.          3.          0.          0.76923077  0.46153846  0.15384615
  0.          0.          0.          0.          0.        ]"
1,"[23.          4.26086957  0.          0.95652174  0.26086957  0.26086957
  0.          0.          0.          0.          0.        ]"
1,[8.    3.375 0.    1.    0.5   0.25  0.    0.    0.    1.    0.   ]
1,"[16.      2.8125  0.      0.75    0.5     0.3125  0.      0.      0.
  0.      0.    ]"
1,[8.    3.125 0.    1.    0.5   0.25  0.    0.    0.    0.    0.   ]
1,[8.    3.125 0.    1.    0.25  0.5   0.    0.    1.    1.    0.   ]
1,"[12.          3.58333333  0.          0.58333333  0.25        0.16666667
  0.          0.          0.          0.          1.        ]"
1,"[12.          4.          0.          1.          0.25        0.33333333
  1.          0.          1.          0.          0.        ]"
1,"[9.         2.88888889 0.         0.88888889 0.33333333 0.22222222
 0.         0.         0.         1.         0.        ]"
1,"[27.          3.33333333  0.          0.92592593  0.33333333  0.2962963
  0.          0.          0.          0.          0.        ]"
1,"[30.          3.1         0.          0.86666667  0.16666667  0.43333333
  0.          0.          0.          0.          0.        ]"
1,"[36.          2.91666667  0.          0.80555556  0.27777778  0.30555556
  0.          0.          0.          0.          0.        ]"
