Label,Features
1,"[12.          2.83333333  0.          1.          0.16666667  0.58333333
  0.          0.          1.          0.          0.        ]"
1,"[11.          2.36363636  0.          0.90909091  0.27272727  0.72727273
  0.          0.          1.          0.          0.        ]"
1,"[11.          3.81818182  0.          1.          0.27272727  0.27272727
  0.          0.          0.          0.          0.        ]"
1,[2.  2.  0.  1.  0.5 0.  0.  0.  0.  0.  0. ]
1,"[12.          4.08333333  0.          1.          0.25        0.25
  0.          0.          0.          0.          0.        ]"
1,"[9.         3.55555556 0.         1.         0.44444444 0.33333333
 0.         0.         1.         0.         0.        ]"
1,"[3.         2.         0.         1.         0.66666667 0.
 0.         0.         1.         0.         0.        ]"
1,[4.   3.5  0.   1.   0.25 0.5  0.   0.   1.   0.   0.  ]
1,"[9.         2.33333333 0.         1.         0.33333333 0.44444444
 1.         0.         0.         0.         0.        ]"
1,"[14.          2.64285714  0.          0.92857143  0.21428571  0.5
  0.          0.          0.          0.          0.        ]"
1,[2. 2. 0. 1. 1. 0. 0. 0. 1. 0. 0.]
1,"[17.          2.76470588  0.          0.94117647  0.11764706  0.52941176
  0.          0.          0.          0.          0.        ]"
1,[25.    3.88  0.    0.68  0.32  0.36  0.    0.    0.    0.    0.  ]
1,"[12.          3.08333333  0.          0.83333333  0.66666667  0.08333333
  1.          0.          1.          0.          0.        ]"
1,"[6.         2.83333333 0.         1.         0.33333333 0.33333333
 0.         0.         0.         0.         0.        ]"
1,"[7.         3.57142857 0.         1.         0.28571429 0.28571429
 0.         0.         0.         0.         0.        ]"
1,"[15.          4.2         0.          1.          0.4         0.33333333
  1.          0.          0.          0.          0.        ]"
1,"[24.          3.29166667  0.          0.875       0.33333333  0.29166667
  0.          0.          1.          2.          0.        ]"
1,"[7.         2.57142857 0.         1.         0.28571429 0.28571429
 1.         0.         0.         0.         0.        ]"
1,"[26.          3.80769231  0.          0.84615385  0.26923077  0.42307692
  0.          0.          0.          0.          0.        ]"
1,"[19.          3.26315789  0.          0.84210526  0.26315789  0.36842105
  0.          0.          0.          0.          0.        ]"
1,"[16.      3.3125  0.      0.9375  0.25    0.375   0.      0.      0.
  0.      0.    ]"
1,"[16.      2.625   0.      1.      0.125   0.5625  0.      0.      1.
  0.      0.    ]"
1,[2.  5.  0.  1.  0.5 0.  0.  0.  1.  0.  0. ]
1,[8.    4.125 0.    1.    0.375 0.5   0.    0.    1.    0.    0.   ]
1,"[17.          2.41176471  0.          0.82352941  0.29411765  0.64705882
  0.          0.          0.          0.          0.        ]"
1,"[29.          3.37931034  0.          0.89655172  0.20689655  0.44827586
  0.          0.          0.          0.          0.        ]"
1,"[21.          3.0952381   0.          0.9047619   0.33333333  0.33333333
  0.          0.          0.          0.          0.        ]"
1,"[16.      3.5625  0.      0.9375  0.1875  0.375   0.      1.      0.
  0.      0.    ]"
1,"[28.          2.85714286  0.          0.85714286  0.39285714  0.39285714
  0.          0.          0.          0.          0.        ]"
1,[2.  1.5 0.  1.  0.5 0.5 0.  0.  0.  0.  0. ]
